%type	num	pre	max	tot	rep	stpEvt	bg	st	bgfile	stfile	h	v	tag
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0136.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0148.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0137.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0149.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0138.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0139.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0140.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0150.jpg			1
%													
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0141.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0142.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0143.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0144.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0145.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0146.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0147.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0148.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0149.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0150.jpg			2
%													
s	1	0	5	5	0	n	n	n		instruct_PRC.jpg			3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0151.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0152.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0153.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0154.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0155.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0156.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0151.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0157.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0158.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0159.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0152.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0160.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0161.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0162.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0163.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0153.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0164.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0154.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0165.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0166.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0167.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0155.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0168.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0169.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0170.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0171.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0172.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0173.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0156.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0174.jpg			1
%													
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0175.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0157.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0176.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0158.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0177.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0178.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0179.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0180.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0159.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0181.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0182.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0160.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0183.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0184.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0161.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0185.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0186.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0187.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0188.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0189.jpg			1
%													
s	1	0	5	5	0	n	n	n		instruct_Neutral.jpg			3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0162.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0163.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0190.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0164.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0191.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0165.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0166.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0167.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0168.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0192.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0169.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0170.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0193.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0171.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0172.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0173.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0174.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0194.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0175.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0176.jpg			2
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0195.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0177.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0178.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0179.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0180.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0181.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0182.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0183.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0184.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0185.jpg			2
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0186.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0196.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0187.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0188.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0197.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0189.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0190.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0198.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0191.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0192.jpg			2
%													
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0193.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0199.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0194.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0195.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0196.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0200.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0197.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0198.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0199.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0200.jpg			2
%													
s	1	0	5	5	0	n	n	n		instruct_PRC.jpg			3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0201.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0201.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0202.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0203.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0204.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0205.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0206.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0202.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0207.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0208.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0209.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0203.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0210.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0211.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0212.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0213.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0214.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0215.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0216.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0217.jpg			1
%													
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0204.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0218.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0219.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0220.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0221.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0222.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0223.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0224.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0225.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0226.jpg			1
%													
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0205.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0227.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0228.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0229.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0230.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0231.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0232.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0233.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0234.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0235.jpg			1
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0206.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0236.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0207.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0237.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0208.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0238.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0239.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0209.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0240.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0241.jpg			1
%													
s	1	0	5	5	0	n	n	n		instruct_Neutral.jpg			3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0210.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0211.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0212.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0213.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0242.jpg			1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0214.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0215.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0216.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0217.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0218.jpg			2
%													
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0219.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0220.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0221.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0222.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0223.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0224.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0225.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0226.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0227.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0228.jpg			2
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0229.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0243.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0230.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0231.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC0244.jpg			1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0232.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0233.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0234.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0235.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0236.jpg			2
%													
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0237.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0238.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0239.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0240.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0241.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0242.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0243.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0244.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0245.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0246.jpg			2
%													
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0247.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC0245.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0248.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral0249.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0250.jpg			2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0251.jpg			2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral0252.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0246.jpg			1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral0253.jpg			2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC0247.jpg			1
