%type	num	pre	maxTime	totTime	rep	stpEvt	bg	st	bgFile	stFile	h	v	tag	trialNum	go1Nogo2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1614.jpg			1	182	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1602.jpg			2	183	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1603.jpg			2	184	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1604.jpg			2	185	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1615.jpg			1	186	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1605.jpg			2	187	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1606.jpg			2	188	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1607.jpg			2	189	1
%															
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1608.jpg			2	190	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1609.jpg			2	191	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1610.jpg			2	192	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1616.jpg			1	193	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1611.jpg			2	194	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1612.jpg			2	195	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1613.jpg			2	196	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1614.jpg			2	197	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1615.jpg			2	198	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1616.jpg			2	199	1
%															
s	1	0	5	5	0	n	n	n		instruct_PRC.jpg			3	200	0
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1617.jpg			2	201	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1617.jpg			1	202	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1618.jpg			2	203	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1618.jpg			1	204	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1619.jpg			1	205	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1620.jpg			1	206	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1621.jpg			1	207	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1622.jpg			1	208	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1623.jpg			1	209	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1624.jpg			1	210	1
%															
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1625.jpg			1	211	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1626.jpg			1	212	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1619.jpg			2	213	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1627.jpg			1	214	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1628.jpg			1	215	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1629.jpg			1	216	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1630.jpg			1	217	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1631.jpg			1	218	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1632.jpg			1	219	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1633.jpg			1	220	1
%															
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1620.jpg			2	221	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1634.jpg			1	222	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1635.jpg			1	223	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1636.jpg			1	224	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1637.jpg			1	225	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1638.jpg			1	226	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1639.jpg			1	227	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1640.jpg			1	228	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1641.jpg			1	229	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1642.jpg			1	230	1
%															
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1643.jpg			1	231	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1644.jpg			1	232	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1621.jpg			2	233	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1645.jpg			1	234	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1646.jpg			1	235	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1647.jpg			1	236	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1648.jpg			1	237	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1649.jpg			1	238	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1650.jpg			1	239	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1651.jpg			1	240	1
%															
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1652.jpg			1	241	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1622.jpg			2	242	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1653.jpg			1	243	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1654.jpg			1	244	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1655.jpg			1	245	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1656.jpg			1	246	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1623.jpg			2	247	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1657.jpg			1	248	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1658.jpg			1	249	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1624.jpg			2	250	1
